@relation TEST_ITEM_TRANS
@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute Class {0,1}

@data
90.9,83.4,2.8,48.2,91.1,37.0,38.7,38.3,1
84.4,79.1,17.7,64.2,13.9,86.4,77.6,15.7,1
18.1,1.4,51.2,23.1,23.3,68.8,47.3,90.4,0
72.3,90.1,68.8,31.5,56.9,47.6,28.3,34.5,1
40.0,66.9,29.3,4.4,11.3,79.7,88.1,86.6,0
62.3,51.9,77.4,7.9,94.8,38.8,67.1,20.2,0
84.2,37.3,72.2,57.1,72.9,55.3,67.1,67.1,0
50.6,3.6,52.9,56.3,41.7,44.6,26.6,45.9,1
77.2,32.5,1.5,3.2,79.8,33.7,11.0,83.7,1
97.7,52.0,55.6,70.9,4.6,62.7,94.4,45.9,1
17.3,42.1,31.9,45.0,61.4,89.9,25.4,90.8,1
98.1,15.7,87.0,32.8,98.3,50.2,33.3,69.2,0
88.1,50.8,24.5,38.8,17.1,29.6,27.6,27.0,1
34.5,10.1,98.4,66.1,58.2,25.8,59.5,6.5,0
96.5,65.7,60.2,68.4,51.3,81.3,6.3,70.4,1
59.8,55.9,96.5,7.6,86.6,29.4,85.0,31.7,0
90.1,59.4,1.3,47.3,83.9,14.6,87.9,8.6,1
72.2,77.5,27.8,88.5,28.1,63.3,62.0,44.4,1
8.5,85.6,52.7,88.1,79.8,10.9,77.2,10.9,1
2.4,77.4,49.5,6.2,47.1,25.2,50.7,30.6,0
51.5,34.3,81.7,53.6,24.8,73.8,39.0,56.8,1
99.8,44.3,95.6,29.9,29.4,1.9,32.5,8.2,0
37.4,75.4,6.4,0.5,23.5,66.7,77.2,62.1,1
18.6,24.3,46.2,91.6,85.7,1.3,0.9,35.5,1
17.5,9.5,46.4,4.7,79.7,88.9,77.2,91.5,0
27.0,80.4,93.8,24.3,37.9,87.5,78.3,44.5,0
20.3,24.5,92.2,35.9,22.1,25.6,44.7,23.6,0
66.8,98.6,87.8,91.7,2.4,94.5,20.3,62.7,1
13.5,25.1,18.9,92.8,49.1,93.3,98.5,95.8,1
58.6,33.3,74.8,65.5,19.1,87.9,96.4,98.4,0
16.0,25.9,70.7,36.2,53.6,40.9,56.4,84.7,0
80.1,15.9,89.7,20.0,72.4,50.0,91.8,50.0,0
61.4,21.8,58.4,37.6,43.1,95.8,32.8,87.8,1
0.3,42.1,40.4,82.0,32.5,5.2,12.0,31.4,1
19.1,61.4,83.4,62.1,94.9,13.5,44.4,57.9,0
70.7,0.2,15.1,80.1,16.2,45.6,46.8,89.7,1
24.0,48.9,13.7,49.3,32.0,8.7,0.2,69.6,1
17.5,99.6,50.8,61.2,8.9,2.1,58.0,1.7,1
98.9,40.6,61.7,35.8,28.5,18.7,46.0,54.9,0
88.6,71.5,90.4,58.2,1.0,30.7,74.5,88.4,0
31.5,28.2,69.1,24.7,83.5,90.2,78.7,23.0,0
30.6,64.8,53.3,39.7,23.1,80.3,52.9,57.5,1
48.5,54.8,35.6,68.5,51.9,93.4,53.9,93.2,1
98.9,96.8,43.1,37.4,12.9,8.4,66.1,77.3,0
63.4,16.9,64.4,23.8,29.0,43.8,98.3,40.8,0
84.5,80.5,39.2,55.9,34.1,57.5,71.1,6.3,1
25.7,61.7,39.2,0.5,66.8,14.6,46.1,29.0,0
89.5,93.1,38.5,12.2,93.3,55.2,93.6,69.4,0
49.7,73.1,18.2,29.5,9.1,1.1,42.5,86.8,0
44.7,98.4,36.2,37.3,49.4,8.2,84.3,18.6,0
0.6,38.0,67.4,36.8,5.1,88.0,51.2,74.1,1
51.4,85.1,63.2,1.4,53.9,71.3,85.0,0.4,1
19.4,33.3,64.0,84.4,94.0,21.9,4.1,13.1,1
33.0,6.7,80.1,97.0,34.8,81.2,17.7,20.2,1
49.3,65.9,38.2,69.1,16.6,58.7,56.3,47.2,1
80.3,50.0,26.1,13.7,85.0,7.5,59.7,33.8,0
71.3,37.5,33.1,85.0,82.0,95.5,24.1,6.8,1
80.8,32.6,56.9,53.0,14.6,5.5,0.9,14.5,1
82.7,91.7,26.2,5.9,12.7,95.2,11.1,20.3,1
98.6,12.0,6.4,59.7,35.7,41.9,18.6,44.0,1
81.3,39.9,38.6,69.8,77.4,61.9,27.1,55.0,1
67.1,29.3,84.4,9.5,6.2,92.9,41.5,36.1,1
29.2,47.9,60.3,74.4,11.2,76.6,71.4,50.0,1
56.2,45.8,36.0,30.0,70.1,75.7,27.5,70.8,1
22.4,58.4,32.4,92.5,97.9,48.0,97.9,5.3,1
79.3,12.4,90.6,49.8,23.3,23.1,32.6,55.0,0
61.0,33.0,29.7,94.6,76.9,59.0,88.1,7.7,1
50.9,78.1,37.5,35.6,38.7,4.4,8.2,11.2,1
30.4,44.1,75.8,90.6,29.4,59.5,26.7,14.9,1
13.2,20.8,25.6,69.2,82.0,68.5,71.0,90.0,1
71.4,17.5,35.7,41.1,73.4,93.1,13.2,99.9,1
10.6,71.9,60.1,66.1,73.1,8.0,79.4,14.1,0
18.4,76.2,28.1,77.8,52.2,77.2,10.3,15.2,1
0.5,25.8,51.8,24.8,28.7,53.9,89.9,5.7,0
51.5,78.0,13.1,45.3,30.7,7.5,53.8,93.2,0
53.2,84.0,37.1,46.3,66.0,14.5,39.5,72.1,1
57.0,93.8,25.6,25.8,81.2,5.4,92.4,36.9,0
24.5,14.8,26.0,62.9,8.2,63.8,29.6,81.0,1
82.9,29.1,6.4,26.1,7.9,49.4,90.0,19.9,1
97.4,21.9,95.7,74.8,90.1,21.0,77.9,9.1,0
72.5,84.6,76.4,28.2,33.4,19.3,35.3,42.7,0
40.9,79.4,94.9,89.8,51.2,46.9,2.0,38.0,1
62.2,49.1,37.0,11.2,48.2,88.4,51.7,54.6,1
28.7,26.9,57.7,51.0,93.1,82.1,49.1,24.3,1
87.4,80.3,80.2,22.7,42.8,36.5,15.4,98.5,0
33.6,8.6,74.2,60.4,28.1,98.5,23.0,90.4,1
52.5,22.0,60.6,62.7,86.7,21.0,62.5,14.7,0
10.4,44.0,96.3,2.9,62.0,45.9,32.9,77.9,0
23.0,52.5,73.4,51.1,95.1,81.5,68.6,16.0,1
40.5,82.2,46.2,86.5,65.8,12.2,62.7,43.2,1
11.7,30.9,32.4,57.4,58.7,11.9,25.2,0.5,1
69.7,75.1,56.5,60.0,23.6,61.4,72.2,99.9,1
62.2,26.9,40.1,53.8,55.9,91.4,76.2,54.2,1
6.2,84.2,47.0,66.5,95.6,88.5,73.8,66.6,1
9.2,25.4,2.0,74.8,5.0,35.1,66.8,30.3,1
19.9,44.2,63.1,72.5,85.2,12.2,68.8,56.0,0
22.9,14.3,61.1,18.9,19.6,7.5,20.4,8.1,0
91.2,68.1,41.0,19.2,49.3,27.4,34.7,28.0,1
99.3,69.3,16.4,26.5,85.4,65.9,50.5,6.1,1
14.5,46.0,15.5,60.7,79.2,34.9,60.4,61.6,1
78.1,97.6,56.5,20.7,5.7,47.1,89.7,17.4,1
56.7,51.4,4.2,93.8,83.9,47.8,11.1,32.6,1
4.1,67.6,10.9,0.3,33.6,80.9,43.9,8.6,1
15.4,92.7,12.6,38.5,92.2,24.1,18.7,30.1,1
76.2,6.8,56.9,73.2,18.4,30.4,37.0,75.2,1
16.7,87.3,56.1,58.1,54.7,71.7,42.3,1.1,1
94.2,42.8,69.7,39.4,72.9,65.7,55.0,99.2,0
87.6,87.9,20.8,17.0,26.6,3.9,75.7,50.2,0
31.6,72.4,44.4,65.7,48.3,99.3,34.9,16.9,1
69.5,35.4,14.3,60.4,52.3,21.1,41.4,68.0,1
19.6,91.6,96.6,84.1,66.7,94.0,48.0,69.8,1
24.2,29.6,91.5,80.4,54.5,86.9,72.8,32.5,1
86.7,9.6,81.3,84.0,90.3,49.8,83.4,9.4,1
9.2,31.1,4.7,47.3,52.3,10.6,24.8,38.3,1
11.9,60.3,37.9,39.4,35.5,44.7,97.4,43.4,0
39.4,25.0,89.8,46.5,70.4,42.9,39.4,32.9,0
73.3,8.3,49.3,68.6,44.6,5.4,46.6,17.9,1
33.5,25.2,11.8,34.2,39.4,73.7,51.5,51.7,1
6.7,60.9,96.1,32.9,42.8,67.8,29.5,29.6,1
78.9,3.6,48.3,87.5,9.3,87.0,11.5,10.3,1
11.5,80.4,63.8,41.5,69.9,87.3,43.6,96.9,1
96.1,78.9,25.5,78.6,27.7,56.5,99.7,70.2,1
51.0,63.6,45.7,35.4,51.9,34.5,41.3,98.3,0
77.8,39.0,99.6,41.2,15.8,14.6,50.4,47.1,0
36.7,63.0,51.0,67.7,19.9,90.8,69.6,80.8,1
0.3,16.2,69.0,27.2,58.2,93.4,79.0,50.5,0
37.1,46.4,69.3,81.5,68.4,39.0,40.0,5.4,1
92.4,74.6,9.2,62.6,13.4,7.5,25.3,74.6,1
79.0,3.6,91.8,73.7,8.2,67.5,31.1,54.6,1
58.2,64.9,8.3,61.9,17.3,8.6,15.7,27.7,1
0.5,38.2,37.4,52.3,16.8,65.7,45.4,84.6,1
75.0,87.8,89.7,5.6,67.3,95.9,31.3,27.5,1
51.2,86.9,42.4,54.9,1.1,50.8,43.0,66.7,1
57.7,27.8,82.3,56.6,16.3,33.2,43.9,88.1,0
12.2,53.7,27.7,14.4,94.2,97.2,10.6,75.0,1
27.5,9.1,91.2,22.0,60.3,23.3,93.6,57.1,0
27.5,98.6,90.6,28.0,43.2,22.6,4.8,10.8,1
81.9,47.3,53.1,28.9,8.5,55.0,61.5,38.8,1
32.8,89.6,62.9,70.8,8.6,2.9,9.1,50.6,1
28.4,67.0,49.5,55.7,18.4,59.9,32.8,90.3,1
75.8,47.1,43.5,95.5,64.8,35.5,66.1,73.3,1
50.5,3.9,45.2,84.9,16.3,28.9,55.9,23.7,1
92.2,2.5,27.2,70.2,37.3,3.2,30.4,86.0,0
73.4,46.1,41.4,35.8,59.8,50.8,71.8,30.2,1
77.3,24.3,26.1,68.1,50.2,96.0,43.3,23.3,1
19.5,9.4,51.7,29.6,95.4,56.1,75.1,82.3,0
95.9,17.0,5.3,43.0,80.2,46.2,88.9,20.9,1
95.4,46.2,64.1,4.8,37.0,97.7,49.8,41.4,1
38.5,73.6,66.1,23.8,22.6,87.2,41.6,98.9,1
7.5,4.2,55.8,66.5,47.9,89.8,5.1,93.0,1
87.2,42.4,53.4,4.9,46.2,89.8,98.0,96.5,0
1.2,9.0,84.9,20.4,7.4,75.3,19.8,47.0,0
76.7,73.4,43.4,66.2,51.8,88.6,62.7,3.3,1
79.4,44.8,21.7,94.6,36.3,8.6,12.7,51.2,1
37.9,12.7,63.9,59.6,22.9,51.7,98.2,64.0,0
67.9,26.4,35.3,92.5,0.1,1.5,73.3,70.9,0
15.2,55.1,77.2,48.3,98.5,87.7,51.4,68.1,1
45.4,79.1,46.3,21.6,93.0,49.2,36.3,79.3,0
12.1,14.0,84.3,28.1,48.8,92.6,70.3,43.3,0
81.2,5.1,88.2,98.1,77.5,17.4,10.4,72.6,1
18.6,38.6,1.7,74.0,7.4,92.8,4.1,45.6,1
81.9,98.7,96.2,3.1,33.3,95.5,25.6,58.9,1
85.1,62.1,76.0,82.0,29.0,75.6,14.3,25.0,1
51.3,54.4,72.0,95.5,49.2,94.6,42.0,13.5,1
48.5,56.5,74.2,71.2,78.9,23.2,74.4,59.7,0
1.8,70.4,55.8,10.9,64.2,44.3,87.8,98.5,0
42.7,65.0,26.0,19.7,30.3,56.3,28.8,3.0,1
20.5,82.9,71.8,23.8,71.8,34.0,14.7,43.8,1
42.1,54.6,52.1,81.7,21.0,8.7,11.4,9.5,1
96.7,72.6,75.6,57.2,64.5,91.1,55.0,20.6,1
69.4,72.6,97.6,26.6,68.4,8.3,51.4,54.4,0
67.1,83.2,95.4,73.2,60.7,49.5,3.6,92.8,1
58.1,9.3,23.3,90.7,99.3,38.0,81.2,43.1,1
72.3,48.6,96.7,41.8,49.9,57.8,99.9,33.4,0
38.7,59.9,1.4,52.9,26.5,40.6,65.1,40.3,1
86.6,73.5,22.9,49.8,49.5,41.3,89.2,18.1,1
92.0,50.8,79.9,97.1,54.3,35.2,83.3,74.7,1
90.4,60.9,47.0,19.2,25.5,53.2,98.6,74.5,0
36.5,36.6,4.6,23.1,1.5,29.8,27.5,24.9,1
95.0,92.5,64.5,7.0,6.1,1.0,17.3,31.6,1
10.0,36.9,21.0,40.6,27.0,19.3,7.1,60.1,1
31.9,83.4,6.9,33.5,4.4,31.0,64.1,86.4,0
75.3,56.2,90.9,20.8,59.9,34.3,37.4,86.1,0
21.8,46.3,13.9,59.7,28.0,46.6,20.6,49.6,1
67.0,25.1,99.6,88.8,11.8,86.4,49.4,23.2,1
13.1,65.6,81.3,83.8,47.2,87.2,44.0,29.5,1
74.9,78.0,59.3,19.7,38.7,43.2,6.5,92.0,1
15.6,83.0,68.3,1.9,14.3,96.2,85.9,80.6,0
%
